IntSRHn_mean
1.9753409562365945e+30
1.2944526308838358e+28
6.200509543023355e+27
8.810095628721129e+27
9.224921505850508e+27
3.76027400439537e+27
6.3922127035508745e+31
1.011289125850584e+28
1.4526758383815125e+28
6.281293553193313e+31
3.253339980463046e+27
1.7851608836171574e+28
1.2036509815735902e+30
6.484014717688184e+27
1.2483146319157628e+28
7.909814726377778e+29
2.253487329394731e+29
1.7042092292089352e+28
3.699723515150142e+27
7.884579971206908e+27
3.576583882693405e+27
1.265013288784574e+28
3.879810407021716e+27
1.3221997466815812e+28
6.049590860985245e+27
1.807332393192386e+28
1.1060785304978095e+28
1.56192518429853e+28
7.199549947281944e+27
2.183022956442762e+28
2.916694662387283e+27
1.0932713123949457e+28
9.216921761442329e+30
7.922681621961325e+27
2.9950562770113606e+31
8.925759380971675e+30
4.545209767683636e+27
9.434940782430326e+27
1.1941287190629371e+28
1.441004346151273e+28
7.255739943120211e+31
8.940260411054653e+27
9.949010943398489e+27
3.4752863623730965e+27
1.345346791912704e+28
3.080101917880209e+27
3.0426407833163764e+27
1.6730819410502478e+29
1.6299038808949556e+28
7.724526207138925e+27
1.231899590969712e+28
1.109500103755441e+28
3.80340679380437e+27
2.095756161989783e+31
7.346240499461812e+27
1.632884263822586e+28
2.815293343786312e+27
1.2294674441413206e+32
9.271820907455125e+31
6.6401809493931495e+31
3.5248355811244705e+27
1.029810440481889e+28
1.9432624850489377e+28
6.043439733997958e+27
1.079792501789989e+30
2.510519946089411e+32
4.505704001492075e+30
1.4885204267196115e+31
1.1648019277203075e+28
6.167115682456138e+27
6.306653042928957e+30
1.971886927249987e+28
1.4636543632450534e+28
2.2265489377517685e+30
1.7972987857156833e+28
3.5803172381213134e+27
1.19356295768245e+28
8.676884733289861e+27
4.2450798637977786e+27
2.536161135175652e+29
7.606917210710825e+27
2.532654716493377e+30
1.2656500626593194e+30
3.852621290918251e+27
1.7853714818772935e+28
2.938292582395657e+30
1.3206799590387597e+32
1.4370412090941074e+28
1.5836396833328422e+32
3.2265519180786694e+27
3.264874518713933e+31
6.387299584562428e+30
1.769060994223361e+32
2.7074586473191907e+27
7.158129571044229e+27
1.683568860894452e+28
5.928428648849458e+31
2.786968403377329e+27
1.5630986028937604e+28
3.581686769992584e+31
4.128872923550528e+27
3.59640340455546e+32
1.2397959665185154e+31
7.604516713642163e+27
9.046435240032052e+27
8.839196822002579e+27
2.0649817780347e+30
2.5240996791527025e+27
1.9046690740626896e+28
4.917663399700122e+30
1.326433991430872e+28
3.062001683713318e+27
1.0375233198115996e+28
1.562915505019899e+28
1.3416541087477433e+28
3.057036777900676e+31
2.2355923196401184e+31
3.211756600332076e+27
1.2664135758329171e+28
7.652415421060365e+30
3.905865481697147e+27
3.090287796485742e+30
1.7037974313828767e+28
7.888404430461264e+27
3.119775262512328e+27
4.249913135495121e+27
3.506324422447244e+27
1.100871584004956e+28
9.582363326102202e+27
3.671541592469077e+27
7.6048612181011e+27
7.167876187673872e+27
2.46754674537797e+27
2.277169846734133e+28
1.3475366615723309e+28
2.739103444689666e+30
1.1621439792673667e+28
4.385410541632611e+30
2.1143525420175386e+28
1.0377716397538248e+28
3.792755653523426e+27
2.8476438192666696e+27
3.4504812186948087e+27
1.7880912641402518e+28
9.593234774599536e+27
1.5296672038599106e+28
1.0195636504936946e+28
1.7432859789205126e+32
1.2477236826169585e+28
1.271796553229531e+28
2.029909490236641e+28
1.165156495955368e+28
2.238568646906645e+28
1.0470574407315186e+28
1.0367653483538154e+28
1.102914592917689e+28
8.113634961902684e+27
9.418458977285248e+27
4.166506921641198e+27
8.707149365216226e+27
1.3410585106391075e+28
1.502504666068045e+28
7.296405668263472e+30
9.833251681509432e+27
2.932942766490015e+27
6.195606382581574e+27
2.408165040529708e+28
1.9003577094771756e+28
9.836107095144712e+27
3.814800316966112e+27
1.103560449730587e+32
4.205610964722707e+27
8.762194800427925e+27
2.1987292403089774e+31
1.45058681884098e+28
9.983900264373795e+27
3.589411317452897e+29
1.2821097637364506e+28
1.0184245852146295e+28
3.6836156037386665e+27
3.67154395441033e+27
3.406117892722314e+27
4.46529529516359e+31
7.883127193823311e+27
1.5269848451986512e+31
1.1143594109156426e+28
9.090039959890006e+27
1.3230211725796045e+28
2.241553889904992e+28
3.73379766553687e+27
9.589635714189626e+31
1.898638451046716e+28
3.331261361957495e+32
7.996354112541504e+27
6.2721717514267e+27
3.255424804034317e+27
9.92396146059765e+27
1.5883084971959054e+28
7.348876515255163e+29
1.3070094836988435e+28
1.364363794273847e+28
3.729383044161392e+27
3.670591393837794e+27
1.9704700320204536e+28
2.4670748434570065e+27
6.487938926117212e+27
5.987661785960972e+29
1.0984376184452711e+28
7.191136650469195e+27
1.018226940746243e+28
6.557898760940167e+27
1.3478146704207564e+28
1.7992183818741755e+28
2.700921010295042e+27
9.083565205104032e+27
4.366345704965741e+27
1.2894048483121594e+28
1.5176274198122937e+28
9.967553215522876e+27
3.801044209821625e+29
6.236234503381687e+29
1.3997164347625854e+28
3.011042546770733e+30
3.24834739485773e+27
1.2055145532847089e+30
1.3009864298367787e+31
3.567567334208793e+27
8.592160410799278e+27
4.385413790908939e+27
1.5980605050187791e+28
1.2236203998436908e+28
3.5119788755808967e+27
7.635996588473286e+27
3.254212010757068e+27
4.051430427363778e+27
1.237778983002797e+28
9.756408903164168e+27
2.3691387445487423e+27
2.847285877408991e+30
2.364738589096916e+27
3.8055940227740776e+27
1.3959673017262637e+29
8.632341353632712e+31
3.014239904497309e+27
6.249597157579698e+27
9.91590077558941e+27
