L1_L,L1_E_c,L1_E_v,L1_N_D,L1_N_A,L2_L,L2_E_c,L2_E_v,L2_N_D,L2_N_A,L3_L,L3_E_c,L3_E_v,L3_N_D,L3_N_A,MPP,IntSRHn_mean,simulation_id,extraction_timestamp
2.0000000000000004e-08,4.0,6.0,7.071067811865475e+20,4.999999999999999e+19,2.7999999999999997e-07,3.6,5.4,3.162277660168379e+16,1e+16,4.999999999999999e-08,3.0,5.2,4.999999999999999e+19,4.9999999999999993e+20,164.52398437255,7.524726147820348e+29,sim_4722,2025-09-23T16:36:36.473910
2.0000000000000004e-08,4.0,5.8,7.071067811865475e+20,4.999999999999999e+19,2.1e-07,3.8,5.5,3.162277660168379e+16,1e+17,3.162277660168379e-08,3.2,5.2,1e+19,7.071067811865475e+20,168.56783763599998,7.505860429784122e+30,sim_4723,2025-09-23T16:36:36.629158
3.162277660168379e-08,3.8,5.9,1e+21,4.999999999999999e+19,2.1e-07,3.8,5.5,1e+16,1e+17,2.0000000000000004e-08,3.0,5.2,2.2360679774997897e+19,7.071067811865475e+20,710.6254176787501,2.2378381715017417e+28,sim_4724,2025-09-23T16:36:36.776662
3.162277660168379e-08,3.8,6.0,7.071067811865475e+20,1e+19,2.1e-07,3.6,5.5,1e+17,1e+17,3.162277660168379e-08,3.0,5.2,2.2360679774997897e+19,4.9999999999999993e+20,9.7743168144,3.6819930216081255e+27,sim_4725,2025-09-23T16:36:36.938552
3.162277660168379e-08,3.8,5.9,4.9999999999999993e+20,1e+19,2.1e-07,3.8,5.6,3.162277660168379e+16,3.162277660168379e+16,3.162277660168379e-08,3.2,5.2,4.999999999999999e+19,4.9999999999999993e+20,653.3282610575,2.138046109064725e+28,sim_4726,2025-09-23T16:36:37.087746
4.999999999999999e-08,3.8,5.8,4.9999999999999993e+20,1e+19,3.5e-07,3.8,5.5,1e+16,3.162277660168379e+16,4.999999999999999e-08,2.8,5.2,1e+19,7.071067811865475e+20,446.24494589625,9.757398685869815e+27,sim_4727,2025-09-23T16:36:37.241436
3.162277660168379e-08,4.0,5.9,7.071067811865475e+20,4.999999999999999e+19,3.5e-07,3.7,5.5,1e+17,1e+17,4.999999999999999e-08,3.2,5.2,4.999999999999999e+19,4.9999999999999993e+20,154.05213935159998,8.789976667040873e+29,sim_4728,2025-09-23T16:36:37.389129
4.999999999999999e-08,4.0,6.0,1e+21,4.999999999999999e+19,2.1e-07,3.8,5.5,3.162277660168379e+16,1e+17,3.162277660168379e-08,3.2,5.2,4.999999999999999e+19,7.071067811865475e+20,161.46330146519998,2.4029272548666013e+31,sim_4729,2025-09-23T16:36:37.541222
3.162277660168379e-08,4.0,6.0,4.9999999999999993e+20,2.2360679774997897e+19,3.5e-07,3.7,5.5,3.162277660168379e+16,1e+16,4.999999999999999e-08,2.8,5.2,2.2360679774997897e+19,4.9999999999999993e+20,154.0709375232,1.1135681774996612e+31,sim_4730,2025-09-23T16:36:37.691453
4.999999999999999e-08,4.0,6.0,4.9999999999999993e+20,1e+19,2.1e-07,3.7,5.5,1e+16,1e+16,4.999999999999999e-08,3.2,5.2,2.2360679774997897e+19,4.9999999999999993e+20,141.8321200476,9.396924668115839e+31,sim_4731,2025-09-23T16:36:37.846948
4.999999999999999e-08,3.9,6.0,7.071067811865475e+20,2.2360679774997897e+19,2.7999999999999997e-07,3.7,5.5,3.162277660168379e+16,3.162277660168379e+16,2.0000000000000004e-08,3.0,5.2,2.2360679774997897e+19,7.071067811865475e+20,122.87285302275001,9.527774136385014e+27,sim_4732,2025-09-23T16:36:37.997614
4.999999999999999e-08,4.0,5.9,4.9999999999999993e+20,2.2360679774997897e+19,2.7999999999999997e-07,3.7,5.5,1e+16,1e+16,4.999999999999999e-08,2.8,5.2,1e+19,4.9999999999999993e+20,105.90557651245,9.853687766997921e+30,sim_4733,2025-09-23T16:36:38.149819
3.162277660168379e-08,3.8,5.8,4.9999999999999993e+20,2.2360679774997897e+19,2.7999999999999997e-07,3.6,5.6,1e+17,1e+17,3.162277660168379e-08,3.2,5.2,1e+19,1e+21,10.124507026400002,3.336953071283701e+27,sim_4734,2025-09-23T16:36:38.299818
3.162277660168379e-08,3.9,5.8,1e+21,1e+19,2.7999999999999997e-07,3.6,5.6,1e+17,1e+17,2.0000000000000004e-08,3.0,5.2,4.999999999999999e+19,4.9999999999999993e+20,114.75333050925,9.097019540463955e+27,sim_4735,2025-09-23T16:36:38.456375
4.999999999999999e-08,3.9,6.0,1e+21,2.2360679774997897e+19,2.7999999999999997e-07,3.7,5.4,3.162277660168379e+16,3.162277660168379e+16,3.162277660168379e-08,3.0,5.2,1e+19,7.071067811865475e+20,221.94690239875,1.1081817019728253e+28,sim_4736,2025-09-23T16:36:38.600353
2.0000000000000004e-08,4.0,5.8,4.9999999999999993e+20,1e+19,2.1e-07,3.6,5.5,1e+16,1e+16,4.999999999999999e-08,3.0,5.2,1e+19,4.9999999999999993e+20,142.6009127976,2.5729288480620077e+31,sim_4737,2025-09-23T16:36:38.742743
4.999999999999999e-08,3.8,6.0,1e+21,1e+19,2.1e-07,3.8,5.6,3.162277660168379e+16,1e+16,4.999999999999999e-08,3.2,5.2,1e+19,1e+21,194.2826290632,1.6004375343620893e+28,sim_4738,2025-09-23T16:36:38.894407
4.999999999999999e-08,3.9,5.9,1e+21,4.999999999999999e+19,2.1e-07,3.6,5.4,1e+17,3.162277660168379e+16,4.999999999999999e-08,3.0,5.2,4.999999999999999e+19,4.9999999999999993e+20,206.138311695,1.2491196479561793e+28,sim_4739,2025-09-23T16:36:39.046191
2.0000000000000004e-08,3.8,6.0,4.9999999999999993e+20,2.2360679774997897e+19,3.5e-07,3.8,5.5,3.162277660168379e+16,1e+16,3.162277660168379e-08,2.8,5.2,2.2360679774997897e+19,4.9999999999999993e+20,596.58047850875,1.2896707424894856e+28,sim_4740,2025-09-23T16:36:39.201260
4.999999999999999e-08,4.0,6.0,7.071067811865475e+20,1e+19,3.5e-07,3.7,5.4,3.162277660168379e+16,1e+16,2.0000000000000004e-08,2.8,5.2,4.999999999999999e+19,1e+21,188.74453892299996,9.815645573935864e+31,sim_4741,2025-09-23T16:36:39.347620
4.999999999999999e-08,4.0,5.8,1e+21,2.2360679774997897e+19,2.1e-07,3.6,5.6,1e+16,1e+16,2.0000000000000004e-08,3.2,5.2,2.2360679774997897e+19,4.9999999999999993e+20,175.14360387875,2.2919157899095656e+28,sim_4742,2025-09-23T16:36:39.497958
2.0000000000000004e-08,3.8,5.9,7.071067811865475e+20,4.999999999999999e+19,2.1e-07,3.7,5.6,1e+17,1e+17,4.999999999999999e-08,3.2,5.2,2.2360679774997897e+19,4.9999999999999993e+20,22.548974490375,4.3590929367292757e+27,sim_4743,2025-09-23T16:36:39.637884
3.162277660168379e-08,3.8,5.8,4.9999999999999993e+20,1e+19,2.1e-07,3.8,5.5,1e+16,3.162277660168379e+16,2.0000000000000004e-08,3.0,5.2,1e+19,4.9999999999999993e+20,710.05729533875,2.2369166935964676e+28,sim_4744,2025-09-23T16:36:39.778118
2.0000000000000004e-08,3.8,5.9,4.9999999999999993e+20,4.999999999999999e+19,3.5e-07,3.7,5.5,3.162277660168379e+16,1e+16,2.0000000000000004e-08,2.8,5.2,1e+19,4.9999999999999993e+20,36.654828117375,2.573351365453225e+27,sim_4745,2025-09-23T16:36:39.933663
3.162277660168379e-08,4.0,5.9,1e+21,2.2360679774997897e+19,2.1e-07,3.8,5.4,3.162277660168379e+16,1e+16,3.162277660168379e-08,2.8,5.2,4.999999999999999e+19,4.9999999999999993e+20,218.42213478914996,3.555673593595238e+30,sim_4746,2025-09-23T16:36:40.094100
3.162277660168379e-08,3.8,5.8,7.071067811865475e+20,2.2360679774997897e+19,2.7999999999999997e-07,3.7,5.5,1e+17,3.162277660168379e+16,3.162277660168379e-08,3.0,5.2,4.999999999999999e+19,7.071067811865475e+20,39.957654935625,3.708319554855969e+27,sim_4747,2025-09-23T16:36:40.289949
3.162277660168379e-08,3.9,6.0,1e+21,4.999999999999999e+19,3.5e-07,3.8,5.5,1e+17,1e+16,3.162277660168379e-08,2.8,5.2,4.999999999999999e+19,7.071067811865475e+20,303.537640615,1.0123890943799668e+28,sim_4748,2025-09-23T16:36:40.479711
2.0000000000000004e-08,4.0,5.8,7.071067811865475e+20,4.999999999999999e+19,2.7999999999999997e-07,3.6,5.4,1e+17,3.162277660168379e+16,3.162277660168379e-08,3.2,5.2,4.999999999999999e+19,7.071067811865475e+20,178.64928519685,4.60282208993153e+30,sim_4749,2025-09-23T16:36:40.623311
3.162277660168379e-08,4.0,5.8,1e+21,1e+19,2.7999999999999997e-07,3.6,5.6,3.162277660168379e+16,3.162277660168379e+16,2.0000000000000004e-08,3.2,5.2,2.2360679774997897e+19,7.071067811865475e+20,188.75124427,1.8672544638839862e+28,sim_4750,2025-09-23T16:36:40.780735
3.162277660168379e-08,4.0,6.0,4.9999999999999993e+20,2.2360679774997897e+19,2.1e-07,3.6,5.6,3.162277660168379e+16,1e+16,4.999999999999999e-08,3.0,5.2,4.999999999999999e+19,4.9999999999999993e+20,140.29570351439997,1.052369606159298e+32,sim_4751,2025-09-23T16:36:40.933486
2.0000000000000004e-08,4.0,5.8,4.9999999999999993e+20,2.2360679774997897e+19,2.7999999999999997e-07,3.6,5.5,3.162277660168379e+16,1e+16,2.0000000000000004e-08,2.8,5.2,1e+19,1e+21,155.0937174876,1.999666223932978e+30,sim_4752,2025-09-23T16:36:41.106794
4.999999999999999e-08,3.9,5.9,1e+21,1e+19,2.1e-07,3.7,5.5,1e+17,3.162277660168379e+16,3.162277660168379e-08,3.0,5.2,2.2360679774997897e+19,4.9999999999999993e+20,110.56805923675,1.1160261364076421e+28,sim_4753,2025-09-23T16:36:41.265416
4.999999999999999e-08,3.8,6.0,1e+21,1e+19,3.5e-07,3.7,5.6,1e+16,3.162277660168379e+16,4.999999999999999e-08,3.2,5.2,1e+19,1e+21,45.1072266005,3.1404399315545323e+27,sim_4754,2025-09-23T16:36:41.418540
2.0000000000000004e-08,4.0,5.9,1e+21,4.999999999999999e+19,2.1e-07,3.7,5.6,3.162277660168379e+16,3.162277660168379e+16,4.999999999999999e-08,2.8,5.2,1e+19,7.071067811865475e+20,139.40488396199999,1.278098062616053e+31,sim_4755,2025-09-23T16:36:41.566168
2.0000000000000004e-08,4.0,6.0,1e+21,4.999999999999999e+19,2.7999999999999997e-07,3.6,5.4,1e+16,1e+16,3.162277660168379e-08,3.2,5.2,2.2360679774997897e+19,7.071067811865475e+20,178.5999093316,1.315095932568495e+31,sim_4756,2025-09-23T16:36:41.712873
3.162277660168379e-08,3.9,5.8,4.9999999999999993e+20,4.999999999999999e+19,2.7999999999999997e-07,3.6,5.4,1e+16,3.162277660168379e+16,3.162277660168379e-08,3.0,5.2,4.999999999999999e+19,4.9999999999999993e+20,209.97651970500002,1.0092442591442855e+28,sim_4757,2025-09-23T16:36:41.866777
4.999999999999999e-08,3.9,6.0,7.071067811865475e+20,1e+19,3.5e-07,3.7,5.6,3.162277660168379e+16,3.162277660168379e+16,4.999999999999999e-08,3.0,5.2,4.999999999999999e+19,1e+21,118.24649950450001,7.711195386945705e+27,sim_4758,2025-09-23T16:36:42.022123
3.162277660168379e-08,3.9,5.8,4.9999999999999993e+20,1e+19,3.5e-07,3.6,5.5,3.162277660168379e+16,3.162277660168379e+16,2.0000000000000004e-08,2.8,5.2,4.999999999999999e+19,4.9999999999999993e+20,116.46667406975,7.116431567179892e+27,sim_4759,2025-09-23T16:36:42.165702
4.999999999999999e-08,3.9,6.0,1e+21,4.999999999999999e+19,2.7999999999999997e-07,3.6,5.5,1e+16,3.162277660168379e+16,2.0000000000000004e-08,3.0,5.2,4.999999999999999e+19,1e+21,117.055854173625,9.431816341835311e+27,sim_4760,2025-09-23T16:36:42.312674
4.999999999999999e-08,3.8,5.9,7.071067811865475e+20,2.2360679774997897e+19,3.5e-07,3.8,5.6,3.162277660168379e+16,1e+17,3.162277660168379e-08,3.2,5.2,4.999999999999999e+19,1e+21,530.4362594737499,1.1098671903380731e+28,sim_4761,2025-09-23T16:36:42.455176
3.162277660168379e-08,3.8,6.0,7.071067811865475e+20,4.999999999999999e+19,2.7999999999999997e-07,3.6,5.5,3.162277660168379e+16,3.162277660168379e+16,4.999999999999999e-08,3.0,5.2,4.999999999999999e+19,4.9999999999999993e+20,10.0174287055,3.2680887570116485e+27,sim_4762,2025-09-23T16:36:42.600857
2.0000000000000004e-08,3.9,5.8,1e+21,1e+19,2.7999999999999997e-07,3.8,5.4,1e+17,3.162277660168379e+16,3.162277660168379e-08,2.8,5.2,4.999999999999999e+19,7.071067811865475e+20,605.75478763,1.4766947487426194e+28,sim_4763,2025-09-23T16:36:42.751581
2.0000000000000004e-08,3.9,5.8,7.071067811865475e+20,2.2360679774997897e+19,3.5e-07,3.6,5.5,3.162277660168379e+16,3.162277660168379e+16,4.999999999999999e-08,3.0,5.2,1e+19,4.9999999999999993e+20,108.50466917600001,6.206067558739438e+27,sim_4764,2025-09-23T16:36:42.899318
3.162277660168379e-08,3.8,5.8,7.071067811865475e+20,1e+19,3.5e-07,3.6,5.6,3.162277660168379e+16,3.162277660168379e+16,2.0000000000000004e-08,3.2,5.2,4.999999999999999e+19,1e+21,10.61055770575,2.6075616549532716e+27,sim_4765,2025-09-23T16:36:43.063442
4.999999999999999e-08,4.0,5.9,4.9999999999999993e+20,2.2360679774997897e+19,2.1e-07,3.7,5.5,1e+16,1e+17,3.162277660168379e-08,3.0,5.2,4.999999999999999e+19,7.071067811865475e+20,146.2555807908,1.778540625725547e+29,sim_4766,2025-09-23T16:36:43.277429
2.0000000000000004e-08,3.8,6.0,7.071067811865475e+20,4.999999999999999e+19,2.7999999999999997e-07,3.7,5.5,3.162277660168379e+16,1e+17,4.999999999999999e-08,2.8,5.2,1e+19,1e+21,41.146102972625,3.5121284554080043e+27,sim_4767,2025-09-23T16:36:43.454262
2.0000000000000004e-08,3.8,6.0,7.071067811865475e+20,4.999999999999999e+19,2.1e-07,3.6,5.6,1e+16,1e+16,4.999999999999999e-08,3.2,5.2,2.2360679774997897e+19,4.9999999999999993e+20,9.9210071376,3.450619979657932e+27,sim_4768,2025-09-23T16:36:43.615854
3.162277660168379e-08,3.9,5.9,1e+21,1e+19,2.7999999999999997e-07,3.7,5.5,1e+17,1e+17,4.999999999999999e-08,3.0,5.2,1e+19,4.9999999999999993e+20,119.078594147625,8.699434607060894e+27,sim_4769,2025-09-23T16:36:43.774015
2.0000000000000004e-08,3.8,6.0,7.071067811865475e+20,4.999999999999999e+19,2.1e-07,3.8,5.5,3.162277660168379e+16,1e+16,2.0000000000000004e-08,2.8,5.2,2.2360679774997897e+19,7.071067811865475e+20,735.66753206875,2.4035884435457796e+28,sim_4770,2025-09-23T16:36:43.925480
4.999999999999999e-08,4.0,5.9,4.9999999999999993e+20,4.999999999999999e+19,3.5e-07,3.8,5.6,3.162277660168379e+16,3.162277660168379e+16,3.162277660168379e-08,2.8,5.2,2.2360679774997897e+19,1e+21,111.93270046149999,1.1954924612971718e+29,sim_4771,2025-09-23T16:36:44.134595
4.999999999999999e-08,3.9,5.9,7.071067811865475e+20,4.999999999999999e+19,3.5e-07,3.6,5.4,1e+17,1e+17,2.0000000000000004e-08,2.8,5.2,4.999999999999999e+19,1e+21,205.67244631375002,8.64941156847643e+27,sim_4772,2025-09-23T16:36:44.327176
3.162277660168379e-08,4.0,6.0,7.071067811865475e+20,2.2360679774997897e+19,2.1e-07,3.6,5.5,1e+16,1e+16,2.0000000000000004e-08,3.2,5.2,2.2360679774997897e+19,7.071067811865475e+20,150.64875571439998,5.7234053067789555e+29,sim_4773,2025-09-23T16:36:44.500516
4.999999999999999e-08,3.8,5.8,4.9999999999999993e+20,4.999999999999999e+19,2.1e-07,3.6,5.6,1e+16,3.162277660168379e+16,4.999999999999999e-08,2.8,5.2,4.999999999999999e+19,1e+21,9.22270632595,3.852064395964929e+27,sim_4774,2025-09-23T16:36:44.660637
2.0000000000000004e-08,3.8,5.9,4.9999999999999993e+20,1e+19,2.1e-07,3.7,5.4,1e+17,1e+16,3.162277660168379e-08,3.2,5.2,2.2360679774997897e+19,7.071067811865475e+20,71.023931018875,4.768268946510132e+27,sim_4775,2025-09-23T16:36:44.818909
4.999999999999999e-08,3.9,5.8,7.071067811865475e+20,1e+19,2.1e-07,3.8,5.4,1e+17,3.162277660168379e+16,4.999999999999999e-08,2.8,5.2,1e+19,4.9999999999999993e+20,536.7942193700001,1.7869734424388247e+28,sim_4776,2025-09-23T16:36:44.977224
2.0000000000000004e-08,4.0,5.8,4.9999999999999993e+20,4.999999999999999e+19,3.5e-07,3.6,5.6,3.162277660168379e+16,1e+17,2.0000000000000004e-08,3.2,5.2,2.2360679774997897e+19,7.071067811865475e+20,190.92005197125002,1.3215808416713997e+28,sim_4777,2025-09-23T16:36:45.136051
4.999999999999999e-08,3.8,6.0,7.071067811865475e+20,1e+19,2.1e-07,3.8,5.6,1e+16,1e+17,4.999999999999999e-08,2.8,5.2,1e+19,1e+21,194.17792394519998,2.3129406194856487e+28,sim_4778,2025-09-23T16:36:45.292377
3.162277660168379e-08,3.8,5.8,4.9999999999999993e+20,1e+19,2.7999999999999997e-07,3.6,5.6,3.162277660168379e+16,1e+16,2.0000000000000004e-08,3.2,5.2,4.999999999999999e+19,4.9999999999999993e+20,10.176503584350002,3.1984918803679856e+27,sim_4779,2025-09-23T16:36:45.444973
4.999999999999999e-08,4.0,5.8,4.9999999999999993e+20,2.2360679774997897e+19,2.1e-07,3.7,5.5,3.162277660168379e+16,3.162277660168379e+16,4.999999999999999e-08,3.2,5.2,1e+19,1e+21,141.8611820052,2.065449408708731e+28,sim_4780,2025-09-23T16:36:45.588431
4.999999999999999e-08,3.8,5.9,4.9999999999999993e+20,4.999999999999999e+19,2.1e-07,3.7,5.5,1e+16,3.162277660168379e+16,4.999999999999999e-08,3.0,5.2,2.2360679774997897e+19,1e+21,26.875627282375,4.366558728991711e+27,sim_4781,2025-09-23T16:36:45.740013
2.0000000000000004e-08,3.9,5.8,1e+21,2.2360679774997897e+19,2.7999999999999997e-07,3.6,5.4,1e+16,1e+17,2.0000000000000004e-08,2.8,5.2,2.2360679774997897e+19,4.9999999999999993e+20,209.10722493000003,8.937768496511192e+27,sim_4782,2025-09-23T16:36:45.922211
3.162277660168379e-08,4.0,5.8,7.071067811865475e+20,1e+19,2.7999999999999997e-07,3.6,5.4,1e+17,3.162277660168379e+16,2.0000000000000004e-08,3.0,5.2,2.2360679774997897e+19,1e+21,200.34770229845,7.051628179130498e+31,sim_4783,2025-09-23T16:36:46.086091
3.162277660168379e-08,3.8,6.0,7.071067811865475e+20,2.2360679774997897e+19,2.7999999999999997e-07,3.7,5.4,1e+16,1e+16,4.999999999999999e-08,3.2,5.2,2.2360679774997897e+19,1e+21,78.749403820625,3.8347756787565e+27,sim_4784,2025-09-23T16:36:46.234048
2.0000000000000004e-08,3.8,5.9,4.9999999999999993e+20,4.999999999999999e+19,2.7999999999999997e-07,3.7,5.5,3.162277660168379e+16,3.162277660168379e+16,4.999999999999999e-08,3.2,5.2,1e+19,7.071067811865475e+20,41.254143900875,3.5185179287555284e+27,sim_4786,2025-09-23T16:36:46.381651
3.162277660168379e-08,4.0,5.9,1e+21,2.2360679774997897e+19,2.7999999999999997e-07,3.8,5.6,1e+16,1e+17,2.0000000000000004e-08,3.0,5.2,2.2360679774997897e+19,4.9999999999999993e+20,165.524195484,4.178106448601764e+29,sim_4787,2025-09-23T16:36:46.534719
4.999999999999999e-08,3.8,6.0,7.071067811865475e+20,2.2360679774997897e+19,2.7999999999999997e-07,3.8,5.6,1e+16,1e+17,2.0000000000000004e-08,2.8,5.2,2.2360679774997897e+19,7.071067811865475e+20,604.23813856625,1.4486501536053213e+28,sim_4788,2025-09-23T16:36:46.677990
4.999999999999999e-08,4.0,6.0,7.071067811865475e+20,1e+19,3.5e-07,3.7,5.6,3.162277660168379e+16,1e+16,4.999999999999999e-08,2.8,5.2,1e+19,7.071067811865475e+20,104.83513363078498,2.0784229967009014e+31,sim_4789,2025-09-23T16:36:46.828935
2.0000000000000004e-08,4.0,6.0,1e+21,1e+19,3.5e-07,3.6,5.6,3.162277660168379e+16,1e+16,4.999999999999999e-08,3.2,5.2,1e+19,1e+21,148.6969796688,9.009306472923916e+30,sim_4790,2025-09-23T16:36:46.971639
2.0000000000000004e-08,4.0,5.9,4.9999999999999993e+20,1e+19,2.1e-07,3.6,5.6,3.162277660168379e+16,1e+17,4.999999999999999e-08,2.8,5.2,1e+19,4.9999999999999993e+20,139.0049458188,1.593597354448288e+31,sim_4791,2025-09-23T16:36:47.115738
